deck_type,num_decks,random_seed,gen_time,file_size,write_time,read_time
DeckStack_bin,10000,199,0 days 00:00:00.323251,0.49591064453125,0:00:00.012391,0:00:00.046658
DeckStack_npy,10000,200,0 days 00:00:00.051281,0.49603271484375,0:00:00.050999,0:00:00.111459
DeckStack_bin,10000,201,0 days 00:00:00.333553,0.49591064453125,0:00:00.018883,0:00:00.039487
DeckStack_npy,10000,202,0 days 00:00:00.061155,0.49603271484375,0:00:00,0:00:00.160890
DeckStack_bin,10000,203,0 days 00:00:00.362383,0.49591064453125,0:00:00.015286,0:00:00.037699
DeckStack_npy,10000,204,0 days 00:00:00.064720,0.49603271484375,0:00:00.039044,0:00:00.169154
DeckStack_bin,10000,205,0 days 00:00:00.331279,0.49591064453125,0:00:00.022498,0:00:00.056597
DeckStack_npy,10000,206,0 days 00:00:00.069156,0.49603271484375,0:00:00.044358,0:00:00.106999
DeckStack_bin,10000,207,0 days 00:00:00.333708,0.49591064453125,0:00:00.015159,0:00:00.037477
DeckStack_npy,10000,208,0 days 00:00:00.067638,0.49603271484375,0:00:00.040078,0:00:00.102128
DeckStack_bin,10000,209,0 days 00:00:00.369519,0.49591064453125,0:00:00.016434,0:00:00.047786
DeckStack_npy,10000,210,0 days 00:00:00.047831,0.49603271484375,0:00:00.041382,0:00:00.120058
DeckStack_bin,10000,211,0 days 00:00:00.317047,0.49591064453125,0:00:00.014809,0:00:00.031938
DeckStack_npy,10000,212,0 days 00:00:00.060167,0.49603271484375,0:00:00,0:00:00.107646
