score_type,score_time
ScoringDeckPd,0 days 00:00:00.063715
ScoringDeckPd,0 days 00:00:00.068617
ScoringDeckPd,0 days 00:00:00.064872
ScoringDeckPd,0 days 00:00:00.047470
ScoringDeckPd,0 days 00:00:00.064100
ScoringDeckPd,0 days 00:00:00.060861
ScoringDeckPd,0 days 00:00:00.062825
ScoringDeckPd,0 days 00:00:00.063932
ScoringDeckPd,0 days 00:00:00.048531
ScoringDeckPd,0 days 00:00:00.063498
ScoringDeckPd,0 days 00:00:00.056424
ScoringDeckPd,0 days 00:00:00.047742
ScoringDeckPd,0 days 00:00:00.067169
ScoringDeckPd,0 days 00:00:00.062580
ScoringDeckPd,0 days 00:00:00.063401
ScoringDeckPd,0 days 00:00:00.053688
ScoringDeckPd,0 days 00:00:00.065584
ScoringDeckPd,0 days 00:00:00.062430
ScoringDeckPd,0 days 00:00:00.059369
ScoringDeckPd,0 days 00:00:00.056390
ScoringDeckPd,0 days 00:00:00.059948
ScoringDeckPd,0 days 00:00:00.063969
ScoringDeckPd,0 days 00:00:00.066720
ScoringDeckPd,0 days 00:00:00.095703
ScoringDeckPd,0 days 00:00:00.015941
ScoringDeckPd,0 days 00:00:00.022344
ScoringDeckPd,0 days 00:00:00.032854
ScoringDeckPd,0 days 00:00:00.031524
ScoringDeckPd,0 days 00:00:00.008324
ScoringDeckPd,0 days 00:00:00.011769
ScoringDeckPd,0 days 00:00:00.018776
ScoringDeckPd,0 days 00:00:00.018755
ScoringDeckPd,0 days 00:00:00.020889
ScoringDeckPd,0 days 00:00:00.015776
ScoringDeckPd,0 days 00:00:00.015796
ScoringDeckPd,0 days 00:00:00.026507
ScoringDeckPd,0 days 00:00:00.009133
ScoringDeckPd,0 days 00:00:00.013529
ScoringDeckPd,0 days 00:00:00.019855
ScoringDeckPd,0 days 00:00:00.005686
ScoringDeckPd,0 days 00:00:00.020592
ScoringDeckPd,0 days 00:00:00.030098
ScoringDeckPd,0 days 00:00:00.031678
ScoringDeckPd,0 days 00:00:00.017791
ScoringDeckPd,0 days 00:00:00.018822
ScoringDeckPd,0 days 00:00:00.015761
ScoringDeckPd,0 days 00:00:00.025845
ScoringDeckPd,0 days 00:00:00.026276
ScoringDeckPd,0 days 00:00:00.024934
ScoringDeckPd,0 days 00:00:00.035863
ScoringDeckPd,0 days 00:00:00.033978
ScoringDeckPd,0 days 00:00:00.016701
ScoringDeckPd,0 days 00:00:00.026333
ScoringDeckPd,0 days 00:00:00.020737
ScoringDeckPd,0 days 00:00:00.047374
ScoringDeckPd,0 days 00:00:00.028332
ScoringDeckPd,0 days 00:00:00.027092
ScoringDeckPd,0 days 00:00:00.031669
ScoringDeckPd,0 days 00:00:00.033060
ScoringDeckPd,0 days 00:00:00.028039
ScoringDeckPd,0 days 00:00:00.021624
ScoringDeckPd,0 days 00:00:00.025659
ScoringDeckPd,0 days 00:00:00.017197
ScoringDeckPd,0 days 00:00:00.018566
ScoringDeckPd,0 days 00:00:00.019467
ScoringDeckPd,0 days 00:00:00.020302
ScoringDeckPd,0 days 00:00:00.037739
ScoringDeckPd,0 days 00:00:00.016873
ScoringDeckPd,0 days 00:00:00.023508
ScoringDeckPd,0 days 00:00:00.025068
ScoringDeckPd,0 days 00:00:00.028959
ScoringDeckPd,0 days 00:00:00.018589
ScoringDeckPd,0 days 00:00:00.024120
ScoringDeckPd,0 days 00:00:00.033857
ScoringDeckPd,0 days 00:00:00.019749
ScoringDeckPd,0 days 00:00:00.016091
ScoringDeckPd,0 days 00:00:00.035665
ScoringDeckPd,0 days 00:00:00.018579
ScoringDeckPd,0 days 00:00:00.022772
ScoringDeckPd,0 days 00:00:00.032537
ScoringDeckPd,0 days 00:00:00.024486
ScoringDeckPd,0 days 00:00:00.020685
ScoringDeckPd,0 days 00:00:00.016541
ScoringDeckPd,0 days 00:00:00.023315
ScoringDeckPd,0 days 00:00:00.016334
ScoringDeckPd,0 days 00:00:00.020339
ScoringDeckPd,0 days 00:00:00.018537
ScoringDeckPd,0 days 00:00:00.017930
ScoringDeckPd,0 days 00:00:00.013257
ScoringDeckPd,0 days 00:00:00.017437
ScoringDeckPd,0 days 00:00:00.007758
